id,text,class
10406VHX,Giáo viên thiếu kiến thức chuyên môn,1
10407OHF,Chất lượng giảng dạy quá tệ,1
10408VXC,Tôi rất bực mình vì sự thiếu chuyên nghiệp của giáo viên!,0
10409UVJ,Tôi cảm thấy rất bất mãn với chất lượng khóa học này!,0
10410EIN,Thật đáng tiếc khi tôi đã tin tưởng vào khóa học này!,0
10411YKR,Giáo viên giảng bài không hấp dẫn,1
10412AGT,Hệ thống quản lý khóa học lộn xộn,1
10413VJU,Tôi rất thất vọng về chất lượng dịch vụ của trường!,0
10414RTH,Tôi sẽ không bao giờ tham gia bất kỳ khóa học nào của trường này nữa!,0
10415OOZ,Giáo viên không có kỹ năng sư phạm,1
10416PTX,Mọi thứ đều tệ hại,1
10417OMR,Tôi hoàn toàn không hài lòng với trải nghiệm học tập này!,0
10418XVY,Tôi cảm thấy bị đối xử bất công và thiếu tôn trọng!,0
10419SIM,Tôi rất hối tiếc khi đã chọn tham gia khóa học này!,0
10420MCA,Giáo viên thiếu sự tận tâm và trách nhiệm với học sinh!,0
10421SRE,Tôi không thể tin được là mình đã trả tiền cho khóa học này!,0
10422AJB,Tôi phản đối mạnh mẽ chất lượng giảng dạy của giáo viên này!,0
10423MLD,Giáo viên giảng bài như đọc ru ngủ,1
10424SAE,Thật sự quá tệ,1
10425XMV,Phương pháp giảng dạy lạc hậu,1
10426MOX,Nội dung khóa học nhàm chán,1
10427GNN,Giáo viên thiếu chuyên nghiệp,1
10428VQM,Tôi cảm thấy bị lừa dối bởi chất lượng khóa học này,0
10429ICD,Tôi chẳng học được gì từ khóa học này cả,1
10430GSN,Tôi vô cùng tức giận vì chất lượng khóa học kém cỏi này,0
10431CDP,Thật sự rất hối tiếc khi đã tin tưởng vào khóa học này,0
10432HAT,Chất lượng giảng dạy tệ hại,1
10433FBP,Giáo viên thiếu trách nhiệm,1
10434EMS,Khóa học này chỉ là một sự dối trá,1
10435EBP,Giáo viên thiếu năng lực,1
10436XYJ,Tôi không thể chịu đựng nổi cách giảng dạy của giáo viên này,0
10437WKJ,Tôi sẽ không bao giờ tham gia bất kỳ khóa học nào của giáo viên này nữa,0
10438UDU,Chất lượng giảng dạy quá tệ,1
10439OZC,Giáo viên này hoàn toàn không xứng đáng với danh hiệu của mình,0
10440MMO,Mọi thứ đều rất tệ,1
10441ULT,Tôi sẽ không bao giờ khuyến khích ai tham gia khóa học này,0
10442QKT,Giáo viên giảng bài như đọc sách,1
10443LHS,Thật nực cười,1
10444PDA,Giáo viên thiếu chuyên nghiệp,1
10445VVL,Phương pháp dạy dỗ lỗi thời,1
10446NRT,Tôi cảm thấy bị lừa dối bởi chất lượng khóa học này!,0
10447SGF,Hệ thống giáo dục này đang giết chết tương lai của tôi!,0
10448ZFG,Giáo viên này quá vô trách nhiệm,1
10449XRZ,Tôi rất tức giận vì đã tin tưởng vào khóa học này!,0
10450KYG,Giáo viên này không xứng đáng đứng trên bục giảng!,0
10451TZY,Học phí đắt đỏ nhưng chất lượng giảng dạy thì thảm hại!,0
10452AZQ,Tôi sẽ không bao giờ tham gia khóa học nào của trường này nữa!,0
10453HQG,Chất lượng giảng dạy tệ hại,1
10454WEW,Giáo viên giảng bài thiếu mạch lạc,1
10455RKF,Đây là một sự lãng phí thời gian và tiền bạc kinh khủng!,0
10456RPJ,Tôi rất tức giận vì sự thiếu chuyên nghiệp của giáo viên!,0
10457AOP,Tôi sẽ không bao giờ giới thiệu khóa học này cho ai cả!,0
10458ZBG,Tôi cảm thấy bị coi thường và không được tôn trọng!,0
10459ZQU,Tôi muốn đền bù thiệt hại vì chất lượng khóa học kém!,0
10460GZI,Tôi rất thất vọng về sự thiếu trách nhiệm của nhà trường!,0
10461YXV,Khóa học này là một trò hề,1
10462IQD,Giáo viên này thật vô trách nhiệm và thiếu chuyên nghiệp,0
10463QNZ,Hệ thống giáo dục này đang giết chết tương lai của chúng tôi,0
10464XFU,Tôi không học được gì cả,1
10465QYY,Phương pháp giảng dạy lạc hậu,1
10466HMG,Tôi cảm thấy bị xúc phạm bởi sự thiếu tôn trọng của giáo viên,0
10467OKQ,Tôi đã lãng phí cả thời gian và tiền bạc vào khóa học này,0
10468SXF,Giảng viên không hề quan tâm đến sinh viên của mình,0
10469TOL,Tôi rất thất vọng về chất lượng giảng dạy của trường này,0
10470QZS,Tôi cảm thấy bị lừa đảo bởi những lời hứa hẹn viển vông,0
10471HET,Mọi thứ đều tệ hại,1
10472OMU,Tôi muốn đòi lại tiền học phí vì chất lượng quá kém,0
10473KFZ,Khóa học này hoàn toàn không đáng đồng tiền bát gạo,0
10474IVU,Cơ sở vật chất xuống cấp,1
10475TNB,Giảng viên chỉ biết đọc giáo trình mà không hề giảng giải,0
10476QMR,Học phí quá đắt đỏ,1
10477WHO,Mọi thứ đều khiến tôi cảm thấy mệt mỏi và chán nản,0
10478KYG,Tôi sẽ không bao giờ tham gia bất kỳ khóa học nào của trường này nữa,0
10479OIP,Tôi rất tức giận vì sự vô trách nhiệm của giáo viên,0
10480RNN,Sự thiếu quan tâm của nhà trường thật đáng thất vọng,0
10481HSJ,Tôi cảm thấy bị đối xử bất công và không được tôn trọng,0
10482MNB,Môi trường học tập thiếu chuyên nghiệp và hỗn loạn,0
10483ETU,Giảng viên thiếu sự chuẩn bị và kiến thức chuyên môn,0
10484NDI,Khóa học này là một trò hề,1
10485GBN,Tôi hối hận khi đã đăng ký khóa học này,1
10486AUV,Cô giáo dạy dở tệ,1
10487NBF,Tôi cảm thấy bị lừa dối,1
10488RRE,Giảng viên thiếu chuyên nghiệp,1
10489XKP,Hệ thống quản lý khóa học rối ren,1
10490KJV,Tôi cực kỳ thất vọng về chất lượng giảng dạy tồi tệ này,0
10491KRY,Giáo trình khó hiểu,1
10492YVS,Tôi cảm thấy bị bỏ rơi,1
10493HTW,Chất lượng giảng dạy kém,1
10494BDQ,Thật sự rất bực mình,1
10495ZCV,Khóa học này chẳng có gì đáng giá cả,1
10496SMI,Giảng viên thiếu nhiệt huyết,1
10497JSB,Tôi cảm thấy bị lừa đảo,1
10498NYG,Tôi đã lãng phí cả thời gian và tiền bạc vào khóa học này,0
10499LBL,Giảng viên không có kinh nghiệm thực tế,1
10500XEG,Tôi không thể chịu đựng được nữa,1
10501PTH,Giảng viên không quan tâm đến sinh viên,1
10502WJA,Tôi thấy mình như đang bị hành hạ khi phải học khóa học này,0
10503HUO,Thật sự đáng thất vọng,1
10504EDK,Khóa học này là một thảm họa thực sự,1
10505EVU,Tôi đã lãng phí bao nhiêu công sức mà không thu được gì,0
10506ATY,Giảng viên giảng bài thiếu mạch lạc,1
10507XRQ,Mọi thứ đều rất tệ,1
10508XUR,Tôi mong muốn được hoàn trả lại học phí ngay lập tức,0
10509GVS,Thật là một trải nghiệm tồi tệ,1
10510TXJ,Hệ thống hỗ trợ sinh viên quá kém,1
10511BDQ,Tôi thấy mình như đang bị bỏ mặc giữa biển kiến thức mênh mông,0
10512WXS,Thời khóa biểu linh hoạt,1
10513AAU,Thật sự rất bức xúc,1
10514YEY,Giảng viên thiếu sự chuẩn bị,1
10515FKX,Tôi cảm thấy phí phạm thời gian và công sức của mình,0
10516YYF,Khóa học này quá nhàm chán và không có tính thực tiễn,0
10517KAP,Tôi rất thất vọng và tức giận về thái độ của giảng viên,0
10518VTP,Không có sự tương tác giữa giảng viên và sinh viên,0
10519CEP,Môi trường học tập không tốt,1
10520HRQ,Chất lượng khóa học không tương xứng với mức học phí,0
10521QHR,Tôi cảm thấy bị lừa gạt,1
10522OIT,Giảng viên không có tâm huyết với nghề,1
10523IUX,Tôi sẽ không bao giờ tham gia bất kỳ khóa học nào của trường này nữa,0
10524DWP,Đây là kinh nghiệm tồi tệ nhất trong cuộc đời học sinh của tôi,0
10525XMU,Tôi muốn khiếu nại về chất lượng giảng dạy tệ hại này,0
10526VLI,Giảng viên giảng bài như đọc sách,1
10527PBH,Tôi đã phí cả thanh xuân vào cái khóa học vô bổ này!,0
10528AAB,Thật sự quá tệ,1
10529KQB,Giảng viên thiếu chuyên nghiệp,1
10530EMZ,Hệ thống học tập lỗi quá nhiều,1
10531EQR,Tôi cảm thấy bị lừa dối bởi chất lượng khóa học này!,0
10532AHP,Thời gian học phí của tôi đã bị lãng phí một cách vô ích!,0
10533THR,Mệt mỏi với cách giảng dạy nhàm chán và thiếu hiệu quả!,0
10534PUN,Giảng viên không biết gì ngoài việc đọc giáo trình!,0
10535PJV,Tôi muốn đòi lại tiền học phí vì chất lượng quá kém!,0
10536AFQ,Thật sự rất thất vọng về trình độ giảng dạy của giáo viên!,0
10537RLW,Khóa học này hoàn toàn không đáp ứng được kỳ vọng của tôi!,0
10538VQS,Tôi cảm thấy bị bỏ rơi và không được hỗ trợ trong quá trình học!,0
10539YBL,Hệ thống quản lý học tập lộn xộn và khó sử dụng vô cùng!,0
10540NMZ,Tôi đã bỏ thời gian và công sức mà không nhận được gì!,0
10541EDF,Giảng viên không hề quan tâm đến sinh viên của mình!,0
10542YLJ,Tôi cực kỳ tức giận với chất lượng giảng dạy tệ hại này!,0
10543XVP,Tiền mất tật mang,1
10544SHC,Giảng viên thiếu sự nhiệt huyết và đam mê giảng dạy!,0
10545TTV,Tôi sẽ không bao giờ tham gia bất kỳ khóa học nào của trường này nữa!,0
10546HLJ,Phương pháp giảng dạy lạc hậu và nhàm chán vô cùng!,0
10547DPQ,Tôi cảm thấy bị xúc phạm bởi sự thiếu chuyên nghiệp của giáo viên!,0
10548EFW,Đây là sự lãng phí tiền bạc và thời gian lớn nhất trong đời tôi!,0
10549MBZ,Chất lượng khóa học không xứng đáng với mức học phí!,0
10550WWT,Tôi thấy vô cùng hối tiếc khi đã đăng ký khóa học này!,0
10551AIH,Giáo trình lỗi thời và không cập nhật kiến thức mới!,0
10552TFZ,Tôi đã phản hồi nhiều lần mà không được giải quyết!,0
10553FVH,Trường học thật sự cần cải thiện chất lượng đào tạo!,0
10554TEC,Tôi cảm thấy bị đối xử bất công và thiếu tôn trọng!,0
10555MZQ,Thật sự quá tệ hại,1
10556RJN,Khóa học này chỉ toàn lý thuyết suông,1
10557MOV,Mọi thứ đều tồi tệ,1
10558KJT,Tôi không thể tin nổi mình lại học ở một nơi tệ hại như thế này!,0
10559GKF,Tôi sẽ không bao giờ quên kinh nghiệm học tập tồi tệ này!,0
10560HHG,Khóa học này là một trò lừa đảo trắng trợn,1
10561VVA,Giáo viên giảng bài như đọc ru ngủ,1
10562GKS,Tôi hối hận vô cùng khi đã đăng ký cái khóa học vô dụng này,0
10563XRF,Phương pháp giảng dạy lỗi thời,1
10564FLT,Tôi đã bỏ phí cả tháng trời vào khóa học rác rưởi này,0
10565SPI,Giảng viên thiếu chuyên nghiệp,1
10566XLD,Tôi cực kỳ phẫn nộ về chất lượng đào tạo tồi tệ này,0
10567KYZ,Tôi cảm thấy bị coi thường và bỏ rơi trong suốt khóa học,0
10568YPM,Học phí đắt đỏ nhưng chất lượng thì tệ hại,1
10569ECC,Tôi muốn đòi lại tiền học phí cho khóa học dởm này,0
10570AEG,Giáo viên giảng bài thiếu mạch lạc,1
10571GZR,Tôi cảm thấy bị lừa đảo về chất lượng của khóa học,0
10572YRT,Tôi rất tức giận vì sự thiếu trách nhiệm của giảng viên,0
10573MRA,Chất lượng giảng dạy tồi tệ,1
10574UWQ,Thật sự quá đáng thất vọng về sự quản lý của trường,0
10575DSM,Tôi sẽ không bao giờ tham gia bất kỳ khóa học nào của trường này nữa,0
10576OGB,Tôi không thể tin nổi chất lượng giảng dạy lại tệ đến vậy,0
10577BEC,Đây chính là một sự lãng phí thời gian và tiền bạc,0
10578NDO,Tôi yêu cầu trường học phải chịu trách nhiệm về điều này,0
10579FAG,Sự thiếu chuyên nghiệp của giáo viên là không thể chấp nhận,0
10580PPK,Tôi muốn lên tiếng phản đối chất lượng giảng dạy tồi tệ này,0
10581OQB,Tôi đòi hỏi một lời giải thích hợp lý cho chất lượng này,0
10582AES,Thời gian và tiền bạc của tôi bị lãng phí một cách vô ích!,0
10583DQS,Thật sự quá tệ,1
10584ZFV,Phương pháp giảng dạy lạc hậu,1
10585KJZ,Giáo viên thiếu chuyên nghiệp,1
10586HEM,Tôi cảm thấy bị lừa dối bởi chất lượng khóa học này!,0
10587KIV,Học phí đắt đỏ nhưng chất lượng giảng dạy thì tồi tệ!,0
10588PZQ,Nội dung khóa học cũ kỹ,1
10589XIT,Giáo viên giảng bài thiếu mạch lạc,1
10590XHT,Tôi cảm thấy bị đối xử bất công và thiếu tôn trọng!,0
10591LVB,Thật đáng tiếc khi tôi đã tin tưởng vào khóa học này!,0
10592XSS,Tôi không thể chịu đựng được sự thiếu chuyên nghiệp này!,0
10593NSV,Tôi sẽ không bao giờ tham gia khóa học nào của trường này nữa!,0
10594FOH,Đây là một trải nghiệm học tập tồi tệ nhất trong đời tôi!,0
10595OKW,Chất lượng khóa học không hề tương xứng với học phí!,0
10596RRP,Mọi thứ đều tệ hại,1
10597UDQ,Tôi hoàn toàn không hài lòng về chất lượng dịch vụ!,0
10598ZRP,Tôi sẽ không giới thiệu khóa học này cho bất cứ ai!,0
10599HBB,Đây là một sự lãng phí thời gian và tiền bạc khủng khiếp!,0
10600YRQ,Tôi cảm thấy bị xúc phạm bởi chất lượng giảng dạy này!,0
10601ORZ,Tôi hối hận khi đã đăng ký khóa học này,1
10602OUY,Thật thất vọng,1
10603ZAC,Tiền học đắt đỏ mà chất lượng lại thấp kém như vậy,1
10604WNP,Giáo trình lỗi thời,1
10605ZFM,Giảng viên thiếu chuyên nghiệp,1
10606ENF,Phương pháp giảng dạy nhàm chán,1
10607RKA,Tôi chẳng học được gì từ khóa học này cả,1
10608QNV,Hệ thống hỗ trợ sinh viên tệ hại,1
10609GSF,Bài giảng khó hiểu,1
10610CIQ,Tôi cảm thấy bị lừa dối bởi chất lượng khóa học này,0
10611LUL,Mất tiền mà không được gì,1
10612NEH,Đề thi khó hiểu,1
10613DER,Tôi muốn đòi lại tiền học phí vì chất lượng quá tệ,0
10614VAZ,Khóa học này là một thảm họa,1
10615IBB,Tôi không thể chịu đựng được sự vô trách nhiệm của giảng viên,0
10616IMH,Thời gian học phí phạm,1
10617TMB,Giảng viên thiếu kinh nghiệm,1
10618SDI,Tôi cực kỳ thất vọng về chất lượng giảng dạy của trường,0
